username	datapoints_t	change	innov_start	innov_end	datapoints_i	datapoints_e
deliciousdelux	9	0	1	1	4	5
MuhamtaCurry	9	0	1	1	4	5
pf10	9	0	1	1	2	7
barkeeper	9	0	1	1	2	7
Tjoflo	9	0	1	1	6	3
Flashsmash	9	0	1	1	3	6
bithax	9	0	1	1	4	5
Flufffen	9	0	1	1	4	5
Draken55	9	0	1	1	3	6
CyberIngmar	9	0	1	1	4	5
Binary	9	0	1	1	4	5
MAX-HIM	9	0	1	1	5	4
dajevlar	9	0	1	1	5	4
Postino	9	0	1	1	4	5
Mojokii	9	0	1	1	4	5
Sculley	9	0	1	1	4	5
Gabogibo	9	0	1	1	5	4
RobbanUC	9	0	1	1	4	5
Saltkatt	9	0	1	1	3	6
Som-nam-na	9	0	1	1	3	6
IngetNick2	9	0	1	1	2	7
KlausStein	9	0	0	0	3	6
Kaffemedaffe	9	0	1	1	2	7
Guillounism	9	0	1	1	1	8
GormDenGamle	9	0	1	1	2	7
sfrge	9	0	1	1	2	7
Necris	9	0	1	1	4	5
CMC-Urgayle	9	0	1	1	5	4
Geigerzehler	9	0	1	1	6	3
Arvid-Kriklund	9	0	1	1	1	8
udon	9	0	1	1	2	7
smoerrebom	9	0	1	1	3	6
WbZV	9	0	1	1	5	4
Office	9	0	1	1	3	6
Aramir2	9	0	1	1	3	6
Xenonen	9	0	1	1	2	7
Gizur	9	0	1	1	2	7
Feministerna	9	0	1	1	5	4
BerraSWE	9	0	1	1	2	7
klinkerhofen	9	0	1	1	2	7
Filantrop007	9	0	1	1	4	5
batteridrift	9	0	1	1	3	6
Simmaellersjunk	9	0	1	1	4	5
dowhatisay	9	0	1	1	7	2
Slint	9	0	1	1	4	5
Grillo	9	0	0	0	3	6
fendaden	9	0	1	1	5	4
Mullret	9	0	1	1	2	7
buranshe	9	0	1	1	6	3
AusnahmeMensch	9	0	1	1	3	6
LucNN	9	0	1	1	4	5
Mooon	9	0	1	1	4	5
FarbrorBerit	9	0	1	1	5	4
Operaio	9	0	1	1	5	4
testocyp	9	0	1	1	3	6
CreepyCrawl	9	0	1	1	4	5
Kjome-och-Renvall	9	0	1	1	4	5
flaes	9	0	1	1	4	5
Fizzlor	9	0	1	1	5	4
karnstan	9	0	1	1	2	7
Darkwing Duck	9	0	1	1	1	8
pestloppan	9	0	1	1	1	8
BaraBiffen	9	0	1	1	3	6
motarbetar	9	0	1	1	4	5
folkgemenskap	9	0	0	0	2	7
Staropramen777	9	0	1	1	5	4
impieteer	9	0	1	1	1	8
nilserikkk	9	0	1	1	3	6
Sqeptisk	9	0	1	1	1	8
CharlieMartel	9	0	1	1	6	3
Swan65	9	0	1	1	5	4
regnidagigen	9	0	1	1	3	6
P-o-beln	9	0	1	1	4	5
Gosif	9	0	0	0	2	7
klyban	9	0	1	1	1	8
svettigafettsvinet	9	0	1	1	4	5
snigel1	9	0	1	1	2	7
BewilderedHulder	9	0	1	1	4	5
Goriot	9	0	0	0	5	4
Rhesus-Minus	9	0	0	0	3	6
alcatraz	9	0	0	0	5	4
Zilvio	9	0	1	1	1	8
^Eaz	9	0	0	0	2	7
Starke Adolf	9	0	0	0	5	4
scoremax	9	0	0	0	1	8
Chic	9	0	1	1	4	5
JackBlack	9	0	0	0	1	8
Schnuppfen	9	0	0	0	1	8
Macke85	9	0	0	0	1	8
tdlefnierregus	9	0	1	1	1	8
Svenne-i-Banan	9	0	1	1	1	8
guderi	8	1	0	0	3	5
kato85	8	1	0	1	3	5
Flickpojken	8	1	0	1	5	3
Firewaia	8	1	1	1	3	5
adolfhilter	8	1	0	1	4	4
Swe1227	8	1	0	1	2	6
Diazeugma	8	1	1	0	4	4
Sqrbanken	8	1	1	0	4	4
Blå Ruta	8	1	0	1	4	4
Stallhagen	8	1	0	1	3	5
fintnir	8	1	0	0	4	4
M.Saxlind	8	1	0	1	4	4
Hultabultan	8	1	0	1	2	6
Anti-Mises	8	1	0	1	7	1
otukt	8	1	0	1	3	5
Bombaysapphire	8	1	1	1	4	4
PhasersOnFunk	8	1	0	1	4	4
Ådärkomdenja	8	1	0	1	3	5
Leliana	8	1	1	1	4	4
Fenjal888	8	1	0	1	2	6
marcus90_kung	8	1	0	1	2	6
Xploit	8	1	0	1	5	3
P.G	8	1	0	1	4	4
jerkus	8	1	0	1	2	6
Varulv	8	1	0	1	5	3
Orm Onde	8	1	0	1	3	5
Neksnor	8	1	1	0	2	6
Pseud0nym	8	1	0	1	3	5
Fiolito	8	1	0	1	4	4
hmkn	8	1	0	1	5	3
MilitantCanibal	8	1	0	0	4	4
Konkurrent	8	1	0	1	4	4
Jaha Johoansson	8	1	0	1	3	5
Rammsberg	8	1	0	1	2	6
Nibiru2011	8	1	0	1	2	6
Svejk	8	0.8888888889	0	0.8888888889	4	4
espressino	8	0.8717948718	0.1282051282	1	4	4
FnurrHa	8	0.6666666667	0	0.6666666667	2	6
Tercio	8	0.5	1	1	4	4
RexNemorensis	8	0.5	0.5	1	4	4
xenomorph-ball	8	0.5	0.5	1	4	4
Libertarismus	8	0.5	0.5	1	4	4
Dräng-Erik	8	0.5	0	0.3333333333	4	4
MalinLindquist	8	0.5	0	0.5	4	4
PeterDenSvenske	8	0.3333333333	0.6666666667	1	2	6
Papaoutai	8	0.3333333333	1	1	4	4
Grisbrottaren	8	0.3333333333	0.6666666667	1	4	4
Nycticorax	8	0.3333333333	0.8333333333	1	3	5
the_dude82	8	0.3333333333	0	0	4	4
popeondope	8	0.3333333333	0	0	3	5
PsychoRastaSkinhed	8	0.25	0.75	1	2	6
BlackJewel	8	0.2333333333	0.6666666667	0.8333333333	4	4
Leif D	8	0.2307692308	0	0	4	4
Fjodorov	8	0.2	0.8	0.6666666667	3	5
Stormtrooper	8	0.2	0	0	4	4
Tompa81	8	0.1666666667	0.8333333333	1	4	4
GaylordYanker	8	0.1666666667	1	0.8333333333	4	4
Sius	8	0.1666666667	0.8333333333	1	3	5
Opaque	8	0.1428571429	1	1	4	4
Hugh.Hefner	8	0.125	0.0491803279	0	4	4
imperatrix	8	0.0909090909	1	0.9090909091	4	4
Harrywinston	8	0	1	1	5	3
MagnusBengtsen	8	0	1	1	4	4
Buffymylove	8	0	1	1	2	6
Hddv1	8	0	1	1	4	4
Betongbaletten	8	0	1	1	3	5
MrFold	8	0	1	1	4	4
hjaelploskille	8	0	1	1	4	4
Grus-Olle	8	0	1	1	4	4
larsjohansson	8	0	1	1	4	4
Bewnhur	8	0	1	1	5	3
baraporr	8	0	1	1	3	5
FFL88	8	0	1	1	4	4
Stabskapten	8	0	1	1	5	3
Diamondgrit	8	0	0	0	1	7
midvintermorker	8	0	1	1	3	5
Emoll	8	0	1	1	3	5
PerTinent	8	0	1	1	3	5
Afrikanos	8	0	1	1	3	5
Vit-Brandbil	8	0	1	1	5	3
Grunkz	8	0	1	1	3	5
Joe Blow	8	0	1	1	3	5
flashbackstasi	8	0	1	1	4	4
sweintoo	8	0	1	1	4	4
TyrgilScramasax	8	0	1	1	2	6
Imnsho	8	0	1	1	4	4
Jon.Holms	8	0	1	1	3	5
Fettsugning	8	0	1	1	3	5
sillynamnam	8	0	1	1	5	3
Eremona2.0	8	0	1	1	2	6
Mimmirider	8	0	1	1	4	4
jultomtenbrannupp	8	0	1	1	2	6
ensamkrigaren	8	0	1	1	5	3
Jenny9	8	0	1	1	3	5
Ipsi	8	0	1	1	2	6
Siix	8	0	1	1	4	4
RazorKevlar	8	0	1	1	4	4
borskungen	8	0	1	1	3	5
EnGodForlorare	8	0	1	1	3	5
S.Kandal	8	0	1	1	2	6
Patch1	8	0	1	1	4	4
rantaplan	8	0	1	1	3	5
lasternassumma	8	0	1	1	3	5
BeatriceCenci	8	0	1	1	5	3
Midsommardagen	8	0	1	1	3	5
CommieHunter1	8	0	1	1	3	5
Mackan52	8	0	1	1	3	5
fermion	8	0	1	1	6	2
Zned	8	0	1	1	5	3
JeppeNil	8	0	1	1	3	5
167-steg-kvar	8	0	1	1	3	5
Coquille	8	0	1	1	4	4
Regnpojken	8	0	1	1	4	4
Mongoprofeten	8	0	1	1	4	4
Dimak	8	0	1	1	3	5
Torsus	8	0	1	1	2	6
Milldue	8	0	1	1	4	4
IvrigeIvar	8	0	1	1	3	5
BuckshotBill	8	0	1	1	4	4
Lugnochro	8	0	1	1	4	4
Steff83	8	0	1	1	2	6
Quid pro quo	8	0	1	1	3	5
Lastpall500kg	8	0	1	1	4	4
Belavia	8	0	1	1	5	3
Moretex	8	0	1	1	4	4
HenAnnan	8	0	1	1	4	4
DjPutte	8	0	1	1	2	6
Rubar	8	0	1	1	4	4
Stor-Men-Snabb	8	0	1	1	2	6
-GG	8	0	1	1	4	4
Grodfrityr	8	0	1	1	3	5
holmium	8	0	1	1	2	6
Kalas-Kuken	8	0	1	1	2	6
psykoshippien	8	0	1	1	4	4
KillenArCP	8	0	1	1	3	5
goosehunter	8	0	1	1	2	6
Salorm	8	0	1	1	5	3
Africanized	8	0	1	1	2	6
RullRull	8	0	1	1	6	2
hash	8	0	1	1	3	5
Jelloh	8	0	1	1	3	5
krackelerar	8	0	1	1	4	4
Naranbaatarkhan	8	0	1	1	3	5
Operations	8	0	1	1	6	2
knasen79	8	0	1	1	2	6
area50	8	0	1	1	2	6
NocturnalVoodoo	8	0	1	1	5	3
Isnatt	8	0	1	1	5	3
bax88	8	0	1	1	2	6
Drinkycrow	8	0	1	1	4	4
Burros	8	0	1	1	4	4
4yoonly	8	0	1	1	3	5
goran744	8	0	1	1	3	5
Bradpaisley94	8	0	1	1	4	4
truth1337	8	0	1	1	3	5
Lost-Soul	8	0	1	1	3	5
Triremer	8	0	1	1	3	5
dianno	8	0	1	1	4	4
lm5711	8	0	1	1	3	5
envackerblomma	8	0	1	1	3	5
dwg	8	0	1	1	1	7
remixutoheaven	8	0	1	1	3	5
langaocb	8	0	1	1	2	6
Slottsherre	8	0	1	1	1	7
Lydan	8	0	1	1	4	4
Fleshsuckforum	8	0	1	1	2	6
Callebilte	8	0	1	1	3	5
Nulb	8	0	1	1	3	5
lars-olle	8	0	1	1	4	4
antonerik	8	0	1	1	2	6
obyn	8	0	1	1	3	5
eva88	8	0	1	1	4	4
Katzyn	8	0	1	1	2	6
Djupfrys	8	0	0	0	1	7
Hexen666	8	0	1	1	3	5
farfar	8	0	1	1	3	5
LucianMacAndrew	8	0	1	1	2	6
ascheberg	8	0	1	1	1	7
ujhs	8	0	1	1	3	5
Redax	8	0	1	1	3	5
BlizzardKing	8	0	0	0	2	6
Gammal Hårdrockare	8	0	0	0	4	4
Memnok	8	0	0	0	2	6
Schering	8	0	1	1	2	6
DaEzz	8	0	1	1	1	7
St0ny	8	0	1	1	2	6
Höja	8	0	1	1	2	6
StefanHeterJag	8	0	0	0	3	5
HemligaSallskapet	8	0	0	0	4	4
Alpha-Omega	8	0	0	0	4	4
E.Merckx	8	0	0	0	2	6
Svampfest	8	0	0	0	3	5
Separatisten	8	0	0	0	1	7
JumpingJack	8	0	1	1	1	7
trenterx	8	0	0	0	2	6
Maeglin	8	0	0	0	2	6
shakta	8	0	0	0	1	7
Dr.Gurka	8	0	0	0	1	7
krautbrain	8	0	1	1	2	6
nousernameneeded	8	0	1	1	2	6
Robin Wood	8	0	0	0	1	7
frdk	8	0	1	1	1	7
Aron	8	0	1	1	2	6
DragonOnWall8	8	0	1	1	1	7
RudyardKipling	8	0	0	0	1	7
swimmingpool	8	0	1	1	1	7
FetFulElak	8	0	1	1	1	7
meetthefockers	7	1	0	1	3	4
idiamindada	7	1	0	1	3	4
Sockerpappan	7	1	0	1	3	4
Hardstekt	7	1	0	1	4	3
bringeroflight	7	1	0	1	2	5
Filling	7	1	0.5	0	3	4
Kalle81	7	1	1	0.5	3	4
rapier	7	1	0	1	3	4
liksom-fb	7	1	1	0	2	5
uea	7	1	0	1	2	5
Baryton	7	1	0	1	5	2
antitotaliterian	7	1	1	0.5	3	4
tj.	7	1	0	1	3	4
Tony Clifton	7	1	0	1	3	4
jimmychrist	7	1	0	1	3	4
KarlDenSistaGustaf	7	1	0	1	2	5
rattvisaebra	7	1	1	0	3	4
Jonasson	7	1	0	0.5	4	3
JamalKamal	7	1	0	1	6	1
Tubbo	7	1	0	1	3	4
anjoh66	7	1	0	1	2	5
The Beach boy	7	1	0	1	3	4
Pungtering	7	1	0	1	2	5
gorkgassyh	7	1	1	0.875	3	4
Tlagnoj	7	1	0	1	4	3
Glorkas	7	1	1	0	4	3
deadset	7	1	0	0.75	3	4
Fishbone Mash	7	1	0	1	4	3
Reflector	7	1	0.6666666667	1	3	4
P71	7	1	0	1	3	4
Raoul	7	1	0	1	3	4
ryssfyran	7	1	0	1	4	3
Arthas	7	1	0.3333333333	1	4	3
waste	7	1	0	0	4	3
Galenpenna	7	1	0	1	4	3
Lostworld	7	1	0	1	2	5
GoEk	7	1	0	0	4	3
erikp121	7	1	1	1	4	3
lendryggh	7	1	0.0666666667	1	4	3
namnskylt	7	1	0	1	4	3
chainmail	7	1	0	0.5	4	3
DRPOE	7	1	0	0.6666666667	3	4
tryff	7	1	0	1	2	5
VonLidl	7	1	0	1	3	4
savoxovas	7	1	0	1	3	4
OneUp	7	1	0	1	4	3
DRD4	7	1	0	1	2	5
egon2b	7	1	1	1	3	4
Maledictus	7	1	0	1	2	5
Dart380	7	0.8823529412	0.1176470588	1	2	5
Ziknik	7	0.7777777778	1	1	5	2
melvein	7	0.75	1	0.25	2	5
Roy666	7	0.75	1	0.25	3	4
Vespasianus	7	0.6666666667	1	0.3333333333	3	4
Easy-Lee	7	0.6666666667	1	0.6666666667	3	4
realrecognizereal	7	0.6666666667	0	0.5	3	4
Brale	7	0.6	0	0.6	3	4
Eroticon6	7	0.5555555556	0.4444444444	1	4	3
Applejacks	7	0.5	0.0555555556	0	4	3
Dolmance	7	0.5	0.1666666667	0.6666666667	3	4
Detfårinteplats	7	0.5	0	0.5	4	3
Caine.Atrebatum	7	0.4791666667	0.1875	0.5	3	4
Mr_Nygren	7	0.4285714286	0	0.4285714286	5	2
praele	7	0.4	0.7777777778	1	5	2
Ok-perfekt	7	0.3333333333	1	0.8888888889	3	4
Detvardåsjälva	7	0.3333333333	0.3333333333	0	2	5
Grottmongo101	7	0.3	1	1	3	4
Nortexius	7	0.25	0	0	4	3
Bleppe_Bf	7	0.25	1	1	4	3
vallero	7	0.2	1	0.8571428571	3	4
Korv-Bajs	7	0.1666666667	0.8333333333	1	2	5
Intergalactic	7	0.1428571429	0	0.1428571429	5	2
Ravenbox	7	0.1111111111	1	1	5	2
goyimcuck	7	0.0294117647	1	1	4	3
itsaek	7	0	1	1	3	4
TupolevTu-144	7	0	1	1	4	3
Nospheratu	7	0	1	1	2	5
Unisertit	7	0	1	1	5	2
Rouen	7	0	1	1	3	4
F.Hansen	7	0	1	1	3	4
A.Ericsson	7	0	1	1	5	2
Haddock93	7	0	1	1	3	4
DeValera	7	0	1	1	3	4
bl-gr-n	7	0	1	1	3	4
jackdaniels1098	7	0	1	1	4	3
Man-At-Arms	7	0	1	1	2	5
Onkel-Ben-ny	7	0	1	1	3	4
VelvetRed	7	0	1	1	4	3
Smegma	7	0	1	1	2	5
Hunden007	7	0	1	1	1	6
SmurfSmurf	7	0	1	1	2	5
Psilosopher	7	0	1	1	4	3
ballgag	7	0	1	1	3	4
Asmodeusvult	7	0	1	1	3	4
LindvidArman	7	0	1	1	5	2
Osynlige.Mannen	7	0	1	1	2	5
Amazon-mannen	7	0	1	1	3	4
karlsoon	7	0	1	1	3	4
Retsina	7	0	1	1	2	5
Helge.Palmcrantz	7	0	1	1	3	4
enhalvboj	7	0	1	1	4	3
TheKhurgan	7	0	1	1	4	3
EnlitenUggla	7	0	1	1	4	3
Duality	7	0	1	1	3	4
HoChiWin	7	0	1	1	4	3
Gusselby	7	0	1	1	1	6
Paris24	7	0	1	1	3	4
note-it	7	0	1	1	1	6
Intotherainbow	7	0	1	1	2	5
whateverx111	7	0	1	1	3	4
FedupFlorence	7	0	1	1	3	4
calmsolution	7	0	1	1	4	3
torstenferdinand	7	0	1	1	2	5
Cheddarjoe	7	0	1	1	2	5
vanartad	7	0	1	1	3	4
StarkMark	7	0	1	1	3	4
Mrstardust	7	0	1	1	2	5
Missouri	7	0	1	1	2	5
88g14flashplant	7	0	1	1	3	4
Tissetiss	7	0	1	1	3	4
JymdKjam	7	0	1	1	4	3
hivnegativ	7	0	1	1	3	4
53....so what	7	0	1	1	4	3
nocturnaltourist69	7	0	1	1	2	5
Juggenaut	7	0	1	1	4	3
Idiotsverige	7	0	1	1	4	3
TwoThousand	7	0	1	1	1	6
ttsp	7	0	1	1	2	5
G99G99G	7	0	1	1	4	3
Mickey-D	7	0	1	1	4	3
Thurizas-09	7	0	1	1	2	5
ShallowInfidel	7	0	1	1	4	3
NovaOculus	7	0	1	1	2	5
lahavana	7	0	1	1	3	4
Ambelain	7	0	1	1	2	5
Neroxx	7	0	1	1	2	5
LaurentiusLucidor	7	0	1	1	2	5
Mosbulle	7	0	1	1	2	5
Woozah	7	0	1	1	2	5
Volta1745	7	0	1	1	3	4
MittPorrKonto	7	0	1	1	2	5
Kammadaj	7	0	1	1	3	4
Captinhero	7	0	1	1	1	6
DJ-Emerald	7	0	1	1	3	4
Teofrastus	7	0	1	1	3	4
Lunkan99	7	0	1	1	4	3
Rollinghand	7	0	1	1	5	2
Louise.potatisgris	7	0	1	1	4	3
B71	7	0	1	1	4	3
litesliten	7	0	1	1	3	4
Erik.Blodyx	7	0	1	1	3	4
indianhej	7	0	1	1	2	5
kofotskenta	7	0	1	1	5	2
Willy-45	7	0	1	1	2	5
321j	7	0	1	1	2	5
undercover-racist	7	0	1	1	2	5
NAVYSEALTEAM6	7	0	1	1	4	3
Ikea-Kamprad	7	0	1	1	2	5
needAlife	7	0	1	1	3	4
Provokatör	7	0	1	1	5	2
jeanclaudevandamme	7	0	1	1	1	6
SmokeOn	7	0	1	1	3	4
Mikael861	7	0	1	1	4	3
Grishka	7	0	1	1	4	3
Cuneiforme	7	0	1	1	4	3
Stakeholder	7	0	1	1	3	4
SummaSummarum	7	0	0.75	0.75	1	6
flipflap	7	0	1	1	3	4
Alphatross	7	0	1	1	3	4
rrpiper	7	0	1	1	3	4
FittJanne	7	0	1	1	4	3
-SchmergliN-	7	0	1	1	3	4
studentroland	7	0	1	1	4	3
arnold2k5	7	0	0	0	1	6
Celeno	7	0	1	1	3	4
PornKing	7	0	1	1	3	4
.buenaventura.	7	0	1	1	4	3
Corran	7	0	1	1	3	4
rojas	7	0	1	1	2	5
gObbo	7	0	1	1	3	4
Skoll	7	0	1	1	4	3
Aigis	7	0	1	1	2	5
Kosmos.	7	0	1	1	1	6
Mab	7	0	1	1	3	4
Saturnuspojken	7	0	1	1	4	3
Hatt-Kaninen	7	0	1	1	3	4
Tjyvas	7	0	1	1	3	4
fum	7	0	0	0	2	5
taags	7	0	0	0	3	4
herrwille	7	0	1	1	3	4
LaScala	7	0	1	1	3	4
tcfmog	7	0	1	1	1	6
JDAM	7	0	1	1	3	4
bl1nk	7	0	1	1	2	5
Snubchurp	7	0	1	1	1	6
Ordpistolen	7	0	1	1	4	3
HalHandyman	7	0	1	1	3	4
Carinah78	7	0	1	1	2	5
Viktim	7	0	1	1	3	4
Sook	7	0	1	1	1	6
DickeFix	7	0	1	1	2	5
Antidemokretin	7	0	1	1	2	5
yz44	7	0	1	1	1	6
Turist i tiden	7	0	1	1	2	5
victortich	7	0	1	1	2	5
Bill-N	7	0	1	1	2	5
JohnnyDungeon	7	0	1	1	3	4
Wal1berg	7	0	1	1	3	4
weseeyou	7	0	1	1	3	4
byggare bob	7	0	1	1	1	6
Badio	7	0	1	1	3	4
DoraF	7	0	1	1	2	5
sata	7	0	1	1	3	4
hazzo	7	0	1	1	3	4
GenesisP	7	0	1	1	3	4
scip	7	0	1	1	4	3
WallOfAdamant	7	0	1	1	2	5
highstakes	7	0	1	1	2	5
Jumalauta	7	0	1	1	1	6
winnertip	7	0	1	1	2	5
Linguas	7	0	1	1	3	4
rootbit	7	0	1	1	3	4
constant	7	0	1	1	1	6
Theron	7	0	0	0	4	3
spooz	7	0	0	0	2	5
TKD_1337	7	0	0	0	2	5
Einar-Fredrik	7	0	0	0	2	5
Brookus	7	0	0	0	3	4
Censor Scipio	7	0	0	0	3	4
No-n-sence	7	0	0	0	2	5
Rodolfus	7	0	0	0	3	4
Knutte_Ninja	7	0	0	0	3	4
mtmmtm	7	0	1	1	2	5
stilicho	7	0	1	1	1	6
Mr-Mr	7	0	1	1	1	6
Cybermorph	7	0	1	1	2	5
Rondellneger	7	0	1	1	2	5
gato12	7	0	1	1	1	6
RonPaul2008	7	0	1	1	1	6
snelhesten	7	0	1	1	2	5
Watchman	7	0	0	0	3	4
Nickep	7	0	0	0	2	5
Herr Bökberg	7	0	0	0	2	5
Realizt	7	0	0	0	4	3
Bullen	7	0	0	0	1	6
buttnutter	7	0	0	0	3	4
loungepuppy	7	0	0	0	2	5
MrFishboy	7	0	0	0	1	6
SwedenSelect	7	0	0	0	2	5
Utopia.	7	0	1	1	2	5
Megaforce	7	0	0	0	1	6
pewpew	7	0	0	0	1	6
Bengrot	7	0	0.25	0.25	1	6
-Mystic	7	0	0	0	2	5
tverskoy	7	0	0	0	1	6
Jrgen	7	0	0	0	1	6
Kingen_king	7	0	0	0	2	5
Ben-Benn	7	0	1	1	2	5
manamanah	7	0	1	1	1	6
CaseyRyback	7	0	1	1	1	6
mrtowlie	7	0	1	1	1	6
SFC1977	7	0	1	1	1	6
KnullaBella	7	0	1	1	2	5
Ziaya	7	0	1	1	1	6
Overmind	7	0	1	1	1	6
SMK	7	0	0	0	1	6
B.R.Donut	7	0	1	1	1	6
Pilla74	7	0	1	1	1	6
Gromgutten	7	0	1	1	1	6
Huntsman	6	1	0	1	3	3
beheaded	6	1	0	1	3	3
Japanskrapan	6	1	0	1	3	3
Popesize	6	1	0	1	2	4
moralhora	6	1	1	0	3	3
Don.C	6	1	0	1	3	3
analking	6	1	0	1	3	3
Loveaffair	6	1	0	1	5	1
jiwozejy-213	6	1	1	1	4	2
Yasko	6	1	1	0	3	3
ilpobre	6	1	0	1	3	3
slemmigsnigel	6	1	0	1	4	2
Baertling	6	1	0	1	2	4
HerrP	6	1	0	1	3	3
DAGGER[X]	6	1	0	1	2	4
IT-man	6	1	0	1	4	2
NixYO	6	1	1	0	2	4
Oformad	6	1	0	1	3	3
jazzneger	6	1	0	1	3	3
Ego-Lego	6	1	0	1	3	3
Bajskatt	6	1	0	1	4	2
zLiMbiLLY	6	1	0	1	4	2
wuuaa	6	1	0	1	4	2
börsvalp	6	1	0	1	3	3
hejloltja	6	1	0	1	4	2
relesvansen	6	1	0	1	3	3
Morgonrodnad	6	1	0	1	3	3
juholt69	6	1	0	1	2	4
Micke_hs	6	1	0	1	3	3
Nauthiz	6	1	0.3571428571	0	4	2
kafu	6	1	0	1	3	3
greenhorn	6	1	0	1	3	3
GrottNeger	6	1	0	1	3	3
WardenMcClusky	6	1	0	1	4	2
12Dagge	6	1	0	1	3	3
teflonpannan69	6	1	1	0	2	4
karatekung90	6	1	0	1	3	3
E.Eriksson	6	1	0	1	3	3
Star Witness	6	1	0	1	3	3
lepop	6	1	0	1	4	2
PrinceMeandor	6	1	0	1	3	3
DDK	6	1	0	1	3	3
Käg Malax	6	1	0	0	3	3
Celeron	6	1	0	1	3	3
Tryitwize	6	1	0	1	3	3
SwizzerNöt	6	1	0	1	2	4
KaptenB	6	1	0	1	3	3
Raketprofeten	6	1	0	0.5	3	3
kmrdz	6	1	0	1	3	3
Kebnekaisa	6	1	0	1	3	3
Akinator	6	1	0	1	3	3
gorkijgg	6	1	0	1	3	3
LittleLadyJasmine	6	1	0	1	3	3
Le Grand Maître	6	1	0	1	2	4
Ettan^	6	1	0	1	2	4
Mr Coffee	6	1	0	1	2	4
JagHarEnLiten	6	1	0	1	2	4
Brain Damage	6	1	0	1	2	4
Dogdylan	6	0.8888888889	0	0.8888888889	3	3
Svenskare	6	0.6666666667	0.3333333333	1	2	4
SkepticsLTD	6	0.6666666667	0.3333333333	1	2	4
wodinaz	6	0.6666666667	0.3333333333	1	5	1
minipanini	6	0.6666666667	0	0	3	3
Mannus	6	0.5454545455	0.4545454545	1	2	4
Dafwid	6	0.5	1	0.5	3	3
vitvalen	6	0.5	1	1	3	3
Glorfindel	6	0.5	1	1	3	3
URBANARTS89	6	0.5	0.5	1	2	4
Kvillebacken1	6	0.5	0.5	1	2	4
Tradition	6	0.5	0.5	1	3	3
algen84	6	0.5	1	0.6666666667	3	3
Oilkink	6	0.5	0	0.5	2	4
eradnup	6	0.5	0.5	1	2	4
SMBH	6	0.5	0.5	1	3	3
Zasse2	6	0.4444444444	0.5555555556	1	3	3
Kaymano	6	0.3333333333	0.6666666667	1	3	3
Frostnatt	6	0.3333333333	1	0.6666666667	2	4
CharlieLindh	6	0.3333333333	0.3333333333	0	3	3
Danzul	6	0.3333333333	0	0.3333333333	3	3
dildodaguerre	6	0.3333333333	0	0.3333333333	3	3
TheBurden	6	0.3	0.5	0.8	2	4
Hibiscrub	6	0.25	0.75	1	3	3
reyman66	6	0.25	0.75	1	2	4
Tryckkokaren	6	0.25	1	1	3	3
Mr.J.Pilvikukka	6	0.25	1	0.75	2	4
ojtbs	6	0.25	0.25	0	2	4
White Christmas	6	0.2	1	0.8	3	3
Cosmo.Kramer	6	0.2	0.8	1	2	4
Northling	6	0.1948051948	0.0909090909	0.2857142857	2	4
Moffegrev	6	0.1666666667	0	0.1666666667	4	2
Bimbolina	6	0.1666666667	1	0.8333333333	3	3
kuntakinte55	6	0.1666666667	1	0.8333333333	2	4
Stiffnipples	6	0.1428571429	0.9545454545	0.8571428571	3	3
Heladageniskogen	6	0.0815217391	0.125	0.0615384615	3	3
Haschpundaren	6	0.0555555556	0.9444444444	1	2	4
02/02/12	6	0.02	1	0.98	3	3
CassandraC	6	0	1	1	4	2
Nimar	6	0	1	1	2	4
DefactoAnarki	6	0	1	1	3	3
Polackfan	6	0	1	1	4	2
Idumea	6	0	1	1	3	3
Havskung	6	0	1	1	3	3
slö	6	0	1	1	3	3
Einzelgaenger	6	0	1	1	3	3
Provocative3.0	6	0	1	1	1	5
12hoppihagen	6	0	1	1	3	3
Jonas1968	6	0	1	1	1	5
PedoJoeBiden	6	0	1	1	3	3
StigHelmutt	6	0	1	1	4	2
outback4	6	0	1	1	4	2
Juggernawt	6	0	0	0	1	5
Amriswil	6	0	1	1	3	3
Fickludd	6	0	1	1	1	5
PresidentBahama	6	0	1	1	2	4
DrunkenZealot	6	0	1	1	3	3
GoatPunk	6	0	1	1	3	3
45Lokar	6	0	1	1	3	3
Bckash	6	0	1	1	3	3
next-chapter	6	0	1	1	2	4
AreYouBack	6	0	1	1	3	3
maratonmaniker	6	0	1	1	2	4
RandomWanderer	6	0	1	1	2	4
zurfarn	6	0	1	1	2	4
clanton	6	0	1	1	2	4
Warmane	6	0	1	1	4	2
Alvid	6	0	1	1	2	4
Fastbuckfreddie	6	0	1	1	3	3
SirDuke	6	0	1	1	2	4
raskelpoo	6	0	1	1	3	3
QxZtVyPrQ9981AZX	6	0	1	1	2	4
DikT	6	0	1	1	2	4
gabrielle2	6	0	1	1	2	4
firechromenorr	6	0	1	1	2	4
Messial	6	0	1	1	2	4
skaraborg76	6	0	1	1	4	2
ledigtnamn46	6	0	1	1	3	3
BevaraNordenRent	6	0	1	1	2	4
shotacat	6	0	1	1	4	2
Jof	6	0	1	1	1	5
Gul-groda	6	0	1	1	2	4
LadySweden	6	0	1	1	2	4
Starback	6	0	1	1	3	3
ArgusOne	6	0	1	1	3	3
Tok-Frans	6	0	1	1	2	4
NegerStryparen	6	0	1	1	3	3
RickRozay	6	0	1	1	1	5
